ID,name,gender,inTake,classID,mode
51813129,Huỳnh Thanh Trang,female,K22,18050313,hq
51813130,Ngô Công Quý,male,K22,18050313,hq
51813131,Võ Hải Quang,male,K22,18050313,hq
51813132,Ngô Thị Hoa,female,K22,18050313,hq
51813133,Ngô Kim Hoa,female,K22,18050313,hq
51813134,Trần Quang Quý,male,K22,18050313,hq
51813135,Trần Hải Văn,male,K22,18050313,hq
51813136,Lê Thị Yến,female,K22,18050313,hq
51813137,Đỗ Thanh Vân,female,K22,18050313,hq
51813138,Huỳnh Hữu Dương,male,K22,18050313,hq
51813139,Dương Phương Hoa,female,K22,18050313,hq
51813140,Vũ Hải Tuấn,male,K22,18050313,hq
51813141,Hoàng Thanh Thảo,female,K22,18050313,hq
51813142,Hoàng Thanh Anh,female,K22,18050313,hq
51813143,Đặng Văn Đức,male,K22,18050313,hq
51813144,Bùi Văn Đức,male,K22,18050313,hq
51813145,Võ Phương Ngọc,female,K22,18050313,hq
51813146,Lê Thị Ngọc,female,K22,18050313,hq
51813147,Bùi Minh Chi,female,K22,18050313,hq
51813148,Hồ Hữu Công,male,K22,18050313,hq
51813149,Lê Quang Quang,male,K22,18050313,hq
51813150,Vũ Minh Phương,female,K22,18050313,hq
51901001,Lê Kim Hoa,female,K23,19050101,gn
51901002,Lê Ngọc Thảo,female,K23,19050101,gn
51901003,Phạm Hữu Quang,male,K23,19050101,gn
51901004,Vũ Văn Công,male,K23,19050101,gn
51901005,Hồ Minh Phương,female,K23,19050101,gn
51901006,Ngô Đức Bình,male,K23,19050101,gn
51901007,Phan Thanh Hoa,female,K23,19050101,gn
51901008,Đặng Thanh Trang,female,K23,19050101,gn
51901009,Huỳnh Văn Quý,male,K23,19050101,gn
51901010,Ngô Thị Thảo,female,K23,19050101,gn
51901011,Huỳnh Ngọc Yến,female,K23,19050101,gn
51901012,Phạm Ngọc Thảo,female,K23,19050101,gn
51901013,Hồ Phương Thảo,female,K23,19050101,gn
51901014,Hoàng Phương Thảo,female,K23,19050101,gn
51901015,Nguyễn Minh Anh,female,K23,19050101,gn
51901016,Đặng Phương Phương,female,K23,19050101,gn
51901017,Đỗ Đức Minh,male,K23,19050101,gn
51901018,Huỳnh Kim Trang,female,K23,19050101,gn
51901019,Hồ Kim Thảo,female,K23,19050101,gn
51901020,Nguyễn Công Tuấn,male,K23,19050101,gn
51901021,Đỗ Đức Văn,male,K23,19050101,gn
51901022,Đặng Kim Ngọc,female,K23,19050101,gn
51901023,Hồ Minh Vân,female,K23,19050101,gn
51901024,Huỳnh Thị Hoa,female,K23,19050101,gn
51901025,Hoàng Ngọc Linh,female,K23,19050101,gn
51901026,Võ Phương Hoa,female,K23,19050101,gn
51901027,Phan Hữu Tuấn,male,K23,19050101,gn
51901028,Vũ Ngọc Ngọc,female,K23,19050101,gn
51901029,Dương Thị Trang,female,K23,19050101,gn
51901030,Hồ Hữu Quý,male,K23,19050101,gn
51901031,Đỗ Đức Hữu,male,K23,19050101,gn
51901032,Lê Đức Tuấn,male,K23,19050101,gn
51901033,Lê Hữu Văn,male,K23,19050101,gn
51901034,Nguyễn Công Đức,male,K23,19050101,gn
51901035,Đỗ Phương Anh,female,K23,19050101,gn
51901036,Huỳnh Hữu Tuấn,male,K23,19050101,gn
51901037,Trần Hải Minh,male,K23,19050101,gn
51901038,Bùi Phương Thảo,female,K23,19050101,gn
51901039,Nguyễn Ngọc Phương,female,K23,19050101,gn
51901040,Lê Minh Vân,female,K23,19050101,gn
51901041,Vũ Thị Phương,female,K23,19050101,gn
51901042,Hoàng Hữu Quý,male,K23,19050101,gn
51901043,Vũ Ngọc Yến,female,K23,19050101,gn
51901044,Huỳnh Quang Đức,male,K23,19050101,gn
51901045,Dương Kim Yến,female,K23,19050101,gn
51901046,Ngô Hữu Tuấn,male,K23,19050101,gn
51901047,Hoàng Hải Công,male,K23,19050101,gn
51901048,Đỗ Thanh Thảo,female,K23,19050101,gn
51901049,Phạm Hữu Minh,male,K23,19050101,gn
51901050,Võ Đức Bình,male,K23,19050101,gn
51901051,Vũ Phương Ngọc,female,K23,19050102,gn
51901052,Huỳnh Văn Dương,male,K23,19050102,gn
51901053,Dương Thị Vân,female,K23,19050102,gn
51901054,Nguyễn Minh Linh,female,K23,19050102,gn
51901055,Phan Phương Yến,female,K23,19050102,gn
51901056,Võ Hải Văn,male,K23,19050102,gn
51901057,Vũ Thanh Hoa,female,K23,19050102,gn
51901058,Vũ Hải Minh,male,K23,19050102,gn
51901059,Lê Công Công,male,K23,19050102,gn
51901060,Lê Công Công,male,K23,19050102,gn
51901061,Ngô Kim Yến,female,K23,19050102,gn
51901062,Phạm Công Dương,male,K23,19050102,gn
51901063,Đặng Văn Minh,male,K23,19050102,gn
51901064,Hoàng Phương Yến,female,K23,19050102,gn
51901065,Dương Phương Ngọc,female,K23,19050102,gn
51901066,Võ Hữu Văn,male,K23,19050102,gn
51901067,Trần Quang Bình,male,K23,19050102,gn
51901068,Dương Phương Chi,female,K23,19050102,gn
51901069,Phạm Thị Chi,female,K23,19050102,gn
51901070,Phan Thanh Anh,female,K23,19050102,gn
51901071,Huỳnh Kim Vân,female,K23,19050102,gn
51901072,Đặng Quang Công,male,K23,19050102,gn
51901073,Vũ Hữu Quý,male,K23,19050102,gn
51901074,Đặng Văn Đức,male,K23,19050102,gn
51901075,Huỳnh Ngọc Trang,female,K23,19050102,gn
51901076,Trần Minh Ngọc,female,K23,19050102,gn
51901077,Vũ Ngọc Trang,female,K23,19050102,gn
51901078,Phan Quang Tuấn,male,K23,19050102,gn
51901079,Vũ Thị Anh,female,K23,19050102,gn
51901080,Phan Văn Văn,male,K23,19050102,gn
51901081,Phan Hữu Quý,male,K23,19050102,gn
51901082,Đỗ Hải Quang,male,K23,19050102,gn
51901083,Vũ Hải Đức,male,K23,19050102,gn
51901084,Dương Ngọc Anh,female,K23,19050102,gn
51901085,Hoàng Phương Trang,female,K23,19050102,gn
51901086,Trần Hải Dương,male,K23,19050102,gn
51901087,Ngô Hải Văn,male,K23,19050102,gn
51901088,Đỗ Thanh Vân,female,K23,19050102,gn
51901089,Phạm Đức Tuấn,male,K23,19050102,gn
51901090,Vũ Hữu Quý,male,K23,19050102,gn
51901091,Phạm Đức Hữu,male,K23,19050102,gn
51901092,Dương Thị Vân,female,K23,19050102,gn
51901093,Bùi Thị Yến,female,K23,19050102,gn
51901094,Trần Minh Hoa,female,K23,19050102,gn
51901095,Nguyễn Kim Thảo,female,K23,19050102,gn
51901096,Phạm Công Hữu,male,K23,19050102,gn
51901097,Đặng Quang Văn,male,K23,19050102,gn
51901098,Hoàng Thị Linh,female,K23,19050102,gn
51901099,Phan Hữu Văn,male,K23,19050102,gn
51901100,Ngô Công Quang,male,K23,19050102,gn
51901101,Hoàng Thanh Hoa,female,K23,19050103,gn
51901102,Đặng Ngọc Vân,female,K23,19050103,gn
51901103,Võ Thị Yến,female,K23,19050103,gn
51901104,Võ Đức Minh,male,K23,19050103,gn
51901105,Hoàng Đức Hữu,male,K23,19050103,gn
51901106,Huỳnh Minh Chi,female,K23,19050103,gn
51901107,Hồ Văn Bình,male,K23,19050103,gn
51901108,Phan Hữu Quang,male,K23,19050103,gn
51901109,Nguyễn Công Bình,male,K23,19050103,gn
51901110,Phan Ngọc Trang,female,K23,19050103,gn
51901111,Hồ Minh Yến,female,K23,19050103,gn
51901112,Huỳnh Phương Hoa,female,K23,19050103,gn
51901113,Trần Ngọc Ngọc,female,K23,19050103,gn
51901114,Bùi Hữu Văn,male,K23,19050103,gn
51901115,Phan Minh Hoa,female,K23,19050103,gn
51901116,Bùi Thị Chi,female,K23,19050103,gn
51901117,Nguyễn Minh Linh,female,K23,19050103,gn
51901118,Phan Hữu Công,male,K23,19050103,gn
51901119,Phan Phương Ngọc,female,K23,19050103,gn
51901120,Đặng Ngọc Trang,female,K23,19050103,gn
51901121,Đặng Hải Công,male,K23,19050103,gn
51901122,Trần Quang Minh,male,K23,19050103,gn
51901123,Vũ Kim Chi,female,K23,19050103,gn
51901124,Nguyễn Công Văn,male,K23,19050103,gn
51901125,Phan Minh Linh,female,K23,19050103,gn
51901126,Ngô Công Tuấn,male,K23,19050103,gn
51901127,Hoàng Thanh Vân,female,K23,19050103,gn
51901128,Trần Hữu Văn,male,K23,19050103,gn
51901129,Vũ Thanh Thảo,female,K23,19050103,gn
51901130,Lê Công Dương,male,K23,19050103,gn
51901131,Vũ Hải Đức,male,K23,19050103,gn
51901132,Huỳnh Minh Vân,female,K23,19050103,gn
51901133,Hoàng Thị Yến,female,K23,19050103,gn
51901134,Đỗ Văn Công,male,K23,19050103,gn
51901135,Đỗ Hữu Dương,male,K23,19050103,gn
51901136,Trần Phương Ngọc,female,K23,19050103,gn
51901137,Phạm Ngọc Linh,female,K23,19050103,gn
51901138,Dương Hữu Bình,male,K23,19050103,gn
51901139,Trần Đức Bình,male,K23,19050103,gn
51901140,Võ Thị Linh,female,K23,19050103,gn
51901141,Hoàng Văn Minh,male,K23,19050103,gn
51901142,Lê Thị Yến,female,K23,19050103,gn
51901143,Phạm Hải Bình,male,K23,19050103,gn
51901144,Hồ Thanh Chi,female,K23,19050103,gn
51901145,Nguyễn Quang Hữu,male,K23,19050103,gn
51901146,Lê Văn Quý,male,K23,19050103,gn
51901147,Huỳnh Đức Quang,male,K23,19050103,gn
51901148,Ngô Minh Hoa,female,K23,19050103,gn
51901149,Hoàng Quang Bình,male,K23,19050103,gn
51901150,Phạm Phương Hoa,female,K23,19050103,gn
51911001,Dương Minh Linh,female,K23,19050111,hq
51911002,Đỗ Phương Chi,female,K23,19050111,hq
51911003,Ngô Văn Quý,male,K23,19050111,hq
51911004,Nguyễn Ngọc Trang,female,K23,19050111,hq
51911005,Đặng Văn Văn,male,K23,19050111,hq
51911006,Bùi Minh Ngọc,female,K23,19050111,hq
51911007,Hồ Đức Quang,male,K23,19050111,hq
51911008,Đặng Hữu Tuấn,male,K23,19050111,hq
51911009,Ngô Thanh Yến,female,K23,19050111,hq
51911010,Hoàng Phương Trang,female,K23,19050111,hq
51911011,Phạm Thị Chi,female,K23,19050111,hq
51911012,Trần Hữu Dương,male,K23,19050111,hq
51911013,Hoàng Hữu Hữu,male,K23,19050111,hq
51911014,Trần Minh Vân,female,K23,19050111,hq
51911015,Hoàng Minh Phương,female,K23,19050111,hq
51911016,Phạm Minh Vân,female,K23,19050111,hq
51911017,Nguyễn Hữu Dương,male,K23,19050111,hq
51911018,Đặng Minh Chi,female,K23,19050111,hq
51911019,Hồ Ngọc Hoa,female,K23,19050111,hq
51911020,Ngô Công Minh,male,K23,19050111,hq
51911021,Ngô Hữu Minh,male,K23,19050111,hq
51911022,Phan Công Quý,male,K23,19050111,hq
51911023,Đỗ Văn Bình,male,K23,19050111,hq
51911024,Vũ Minh Trang,female,K23,19050111,hq
51911025,Đặng Hải Văn,male,K23,19050111,hq
51911026,Hoàng Hữu Công,male,K23,19050111,hq
51911027,Hồ Hải Công,male,K23,19050111,hq
51911028,Vũ Hữu Đức,male,K23,19050111,hq
51911029,Võ Ngọc Yến,female,K23,19050111,hq
51911030,Trần Hữu Tuấn,male,K23,19050111,hq
51911031,Hồ Kim Phương,female,K23,19050111,hq
51911032,Phan Đức Văn,male,K23,19050111,hq
51911033,Trần Hải Tuấn,male,K23,19050111,hq
51911034,Hoàng Phương Vân,female,K23,19050111,hq
51911035,Trần Minh Ngọc,female,K23,19050111,hq
51911036,Lê Phương Ngọc,female,K23,19050111,hq
51911037,Phạm Hải Văn,male,K23,19050111,hq
51911038,Bùi Đức Bình,male,K23,19050111,hq
51911039,Phan Thị Phương,female,K23,19050111,hq
51911040,Võ Phương Anh,female,K23,19050111,hq
51911041,Phan Thanh Trang,female,K23,19050111,hq
51911042,Phan Hữu Hữu,male,K23,19050111,hq
51911043,Hồ Hải Quang,male,K23,19050111,hq
51911044,Võ Công Quang,male,K23,19050111,hq
51911045,Lê Hữu Đức,male,K23,19050111,hq
51911046,Võ Hữu Quang,male,K23,19050111,hq
51911047,Phan Quang Bình,male,K23,19050111,hq
51911048,Nguyễn Văn Tuấn,male,K23,19050111,hq
51911049,Bùi Minh Phương,female,K23,19050111,hq
51911050,Võ Thị Vân,female,K23,19050111,hq
51911051,Võ Kim Yến,female,K23,19050112,hq
51911052,Hồ Kim Anh,female,K23,19050112,hq
51911053,Đỗ Phương Chi,female,K23,19050112,hq
51911054,Ngô Công Quang,male,K23,19050112,hq
51911055,Nguyễn Minh Anh,female,K23,19050112,hq
51911056,Ngô Phương Linh,female,K23,19050112,hq
51911057,Lê Thị Trang,female,K23,19050112,hq
51911058,Đỗ Hữu Quang,male,K23,19050112,hq
51911059,Bùi Ngọc Thảo,female,K23,19050112,hq
51911060,Hồ Thanh Chi,female,K23,19050112,hq
51911061,Đặng Minh Thảo,female,K23,19050112,hq
51911062,Trần Quang Hữu,male,K23,19050112,hq
51911063,Hoàng Thanh Chi,female,K23,19050112,hq
51911064,Vũ Minh Yến,female,K23,19050112,hq
51911065,Nguyễn Thị Hoa,female,K23,19050112,hq
51911066,Bùi Kim Anh,female,K23,19050112,hq
51911067,Hồ Quang Văn,male,K23,19050112,hq
51911068,Ngô Văn Đức,male,K23,19050112,hq
51911069,Hoàng Phương Anh,female,K23,19050112,hq
51911070,Bùi Thị Vân,female,K23,19050112,hq
51911071,Hồ Kim Ngọc,female,K23,19050112,hq
51911072,Võ Văn Công,male,K23,19050112,hq
51911073,Huỳnh Quang Văn,male,K23,19050112,hq
51911074,Hoàng Văn Quý,male,K23,19050112,hq
51911075,Hoàng Văn Dương,male,K23,19050112,hq
51911076,Trần Thanh Phương,female,K23,19050112,hq
51911077,Đặng Thanh Trang,female,K23,19050112,hq
51911078,Ngô Công Tuấn,male,K23,19050112,hq
51911079,Phan Thị Linh,female,K23,19050112,hq
51911080,Lê Ngọc Phương,female,K23,19050112,hq
51911081,Võ Hữu Dương,male,K23,19050112,hq
51911082,Bùi Hữu Đức,male,K23,19050112,hq
51911083,Đỗ Thị Thảo,female,K23,19050112,hq
51911084,Đỗ Hữu Quang,male,K23,19050112,hq
51911085,Vũ Công Công,male,K23,19050112,hq
51911086,Võ Đức Bình,male,K23,19050112,hq
51911087,Hồ Thị Phương,female,K23,19050112,hq
51911088,Phan Ngọc Chi,female,K23,19050112,hq
51911089,Đặng Văn Hữu,male,K23,19050112,hq
51911090,Nguyễn Hữu Minh,male,K23,19050112,hq
51911091,Đỗ Thị Chi,female,K23,19050112,hq
51911092,Trần Thị Hoa,female,K23,19050112,hq
51911093,Trần Minh Vân,female,K23,19050112,hq
51911094,Dương Hải Văn,male,K23,19050112,hq
51911095,Bùi Kim Hoa,female,K23,19050112,hq
51911096,Đỗ Thị Chi,female,K23,19050112,hq
51911097,Phan Hữu Văn,male,K23,19050112,hq
51911098,Hồ Hữu Tuấn,male,K23,19050112,hq
51911099,Đỗ Minh Phương,female,K23,19050112,hq
51911100,Đặng Ngọc Thảo,female,K23,19050112,hq
51911101,Hồ Thanh Hoa,female,K23,19050113,hq
51911102,Phạm Hữu Bình,male,K23,19050113,hq
51911103,Bùi Kim Vân,female,K23,19050113,hq
51911104,Huỳnh Hải Đức,male,K23,19050113,hq
51911105,Trần Ngọc Linh,female,K23,19050113,hq
51911106,Dương Phương Hoa,female,K23,19050113,hq
51911107,Nguyễn Minh Yến,female,K23,19050113,hq
51911108,Phạm Hải Đức,male,K23,19050113,hq
51911109,Hoàng Quang Đức,male,K23,19050113,hq
51911110,Bùi Hữu Hữu,male,K23,19050113,hq
51911111,Nguyễn Hữu Văn,male,K23,19050113,hq
51911112,Bùi Thị Anh,female,K23,19050113,hq
51911113,Nguyễn Thanh Phương,female,K23,19050113,hq
51911114,Võ Hải Bình,male,K23,19050113,hq
51911115,Vũ Đức Hữu,male,K23,19050113,hq
51911116,Lê Ngọc Trang,female,K23,19050113,hq
51911117,Huỳnh Công Đức,male,K23,19050113,hq
51911118,Đặng Công Minh,male,K23,19050113,hq
51911119,Nguyễn Phương Linh,female,K23,19050113,hq
51911120,Huỳnh Hữu Tuấn,male,K23,19050113,hq
51911121,Phạm Công Quang,male,K23,19050113,hq
51911122,Lê Thị Chi,female,K23,19050113,hq
51911123,Trần Ngọc Linh,female,K23,19050113,hq
51911124,Huỳnh Kim Thảo,female,K23,19050113,hq
51911125,Võ Hải Hữu,male,K23,19050113,hq
51911126,Hồ Công Hữu,male,K23,19050113,hq
51911127,Trần Minh Anh,female,K23,19050113,hq
51911128,Hoàng Quang Dương,male,K23,19050113,hq
51911129,Ngô Phương Anh,female,K23,19050113,hq
51911130,Đỗ Thị Linh,female,K23,19050113,hq
51911131,Hồ Thị Anh,female,K23,19050113,hq
51911132,Vũ Thanh Yến,female,K23,19050113,hq
51911133,Hồ Minh Chi,female,K23,19050113,hq
51911134,Võ Hữu Bình,male,K23,19050113,hq
51911135,Đỗ Hải Bình,male,K23,19050113,hq
51911136,Phan Công Công,male,K23,19050113,hq
51911137,Vũ Thanh Trang,female,K23,19050113,hq
51911138,Vũ Hữu Quang,male,K23,19050113,hq
51911139,Phạm Phương Ngọc,female,K23,19050113,hq
51911140,Lê Công Dương,male,K23,19050113,hq
51911141,Hồ Thị Chi,female,K23,19050113,hq
51911142,Nguyễn Minh Phương,female,K23,19050113,hq
51911143,Huỳnh Phương Anh,female,K23,19050113,hq
51911144,Bùi Thị Thảo,female,K23,19050113,hq
51911145,Huỳnh Phương Ngọc,female,K23,19050113,hq
51911146,Trần Hải Tuấn,male,K23,19050113,hq
51911147,Đỗ Thanh Ngọc,female,K23,19050113,hq
51911148,Phạm Hải Quang,male,K23,19050113,hq
51911149,Bùi Văn Công,male,K23,19050113,hq
51911150,Võ Hữu Quý,male,K23,19050113,hq
51902001,Phạm Đức Minh,male,K23,19050201,gn
51902002,Hồ Văn Đức,male,K23,19050201,gn
51902003,Dương Hữu Hữu,male,K23,19050201,gn
51902004,Lê Hải Tuấn,male,K23,19050201,gn
51902005,Phan Công Quang,male,K23,19050201,gn
51902006,Vũ Thị Hoa,female,K23,19050201,gn
51902007,Vũ Văn Tuấn,male,K23,19050201,gn
51902008,Trần Ngọc Chi,female,K23,19050201,gn
51902009,Vũ Ngọc Vân,female,K23,19050201,gn
51902010,Lê Minh Hoa,female,K23,19050201,gn
51902011,Bùi Hữu Văn,male,K23,19050201,gn
51902012,Hoàng Phương Hoa,female,K23,19050201,gn
51902013,Vũ Hải Văn,male,K23,19050201,gn
51902014,Võ Văn Bình,male,K23,19050201,gn
51902015,Phan Phương Linh,female,K23,19050201,gn
51902016,Huỳnh Thanh Anh,female,K23,19050201,gn
51902017,Hoàng Văn Bình,male,K23,19050201,gn
51902018,Hoàng Công Quý,male,K23,19050201,gn
51902019,Vũ Hữu Minh,male,K23,19050201,gn
51902020,Dương Minh Chi,female,K23,19050201,gn
51902021,Hồ Công Công,male,K23,19050201,gn
51902022,Lê Kim Vân,female,K23,19050201,gn
51902023,Đặng Hữu Hữu,male,K23,19050201,gn
51902024,Bùi Phương Ngọc,female,K23,19050201,gn
51902025,Bùi Ngọc Linh,female,K23,19050201,gn
51902026,Ngô Hữu Minh,male,K23,19050201,gn
51902027,Đặng Văn Tuấn,male,K23,19050201,gn
51902028,Vũ Hải Hữu,male,K23,19050201,gn
51902029,Trần Phương Ngọc,female,K23,19050201,gn
51902030,Huỳnh Phương Anh,female,K23,19050201,gn
51902031,Phạm Phương Ngọc,female,K23,19050201,gn
51902032,Vũ Đức Quý,male,K23,19050201,gn
51902033,Huỳnh Ngọc Phương,female,K23,19050201,gn
51902034,Trần Văn Dương,male,K23,19050201,gn
51902035,Nguyễn Phương Phương,female,K23,19050201,gn
51902036,Huỳnh Kim Anh,female,K23,19050201,gn
51902037,Võ Văn Tuấn,male,K23,19050201,gn
51902038,Dương Đức Tuấn,male,K23,19050201,gn
51902039,Nguyễn Công Công,male,K23,19050201,gn
51902040,Huỳnh Công Văn,male,K23,19050201,gn
51902041,Huỳnh Thanh Yến,female,K23,19050201,gn
51902042,Ngô Hải Dương,male,K23,19050201,gn
51902043,Hồ Thanh Hoa,female,K23,19050201,gn
51902044,Bùi Hữu Hữu,male,K23,19050201,gn
51902045,Ngô Văn Quang,male,K23,19050201,gn
51902046,Lê Phương Trang,female,K23,19050201,gn
51902047,Hồ Hữu Dương,male,K23,19050201,gn
51902048,Trần Kim Chi,female,K23,19050201,gn
51902049,Trần Ngọc Thảo,female,K23,19050201,gn
51902050,Võ Phương Yến,female,K23,19050201,gn
51902051,Vũ Đức Quý,male,K23,19050202,gn
51902052,Trần Ngọc Thảo,female,K23,19050202,gn
51902053,Hồ Đức Đức,male,K23,19050202,gn
51902054,Trần Hữu Minh,male,K23,19050202,gn
51902055,Đỗ Minh Linh,female,K23,19050202,gn
51902056,Phạm Ngọc Thảo,female,K23,19050202,gn
51902057,Bùi Minh Chi,female,K23,19050202,gn
51902058,Đặng Hải Quang,male,K23,19050202,gn
51902059,Phạm Thanh Hoa,female,K23,19050202,gn
51902060,Hồ Hữu Văn,male,K23,19050202,gn
51902061,Hoàng Công Tuấn,male,K23,19050202,gn
51902062,Trần Ngọc Phương,female,K23,19050202,gn
51902063,Phan Công Dương,male,K23,19050202,gn
51902064,Võ Thị Phương,female,K23,19050202,gn
51902065,Phan Kim Yến,female,K23,19050202,gn
51902066,Huỳnh Minh Hoa,female,K23,19050202,gn
51902067,Vũ Văn Văn,male,K23,19050202,gn
51902068,Đỗ Công Hữu,male,K23,19050202,gn
51902069,Hồ Thị Vân,female,K23,19050202,gn
51902070,Phạm Quang Bình,male,K23,19050202,gn
51902071,Võ Hữu Đức,male,K23,19050202,gn
51902072,Đỗ Minh Chi,female,K23,19050202,gn
51902073,Đặng Kim Yến,female,K23,19050202,gn
51902074,Nguyễn Công Bình,male,K23,19050202,gn
51902075,Phạm Văn Hữu,male,K23,19050202,gn
51902076,Trần Thanh Ngọc,female,K23,19050202,gn
51902077,Hồ Ngọc Ngọc,female,K23,19050202,gn
51902078,Võ Văn Quý,male,K23,19050202,gn
51902079,Bùi Quang Đức,male,K23,19050202,gn
51902080,Bùi Thị Trang,female,K23,19050202,gn
51902081,Lê Thanh Trang,female,K23,19050202,gn
51902082,Đặng Hải Tuấn,male,K23,19050202,gn
51902083,Lê Ngọc Phương,female,K23,19050202,gn
51902084,Nguyễn Thanh Hoa,female,K23,19050202,gn
51902085,Đặng Quang Minh,male,K23,19050202,gn
51902086,Trần Đức Tuấn,male,K23,19050202,gn
51902087,Đỗ Văn Văn,male,K23,19050202,gn
51902088,Hồ Ngọc Chi,female,K23,19050202,gn
51902089,Phan Phương Linh,female,K23,19050202,gn
51902090,Dương Hải Minh,male,K23,19050202,gn
51902091,Hồ Thị Vân,female,K23,19050202,gn
51902092,Huỳnh Quang Bình,male,K23,19050202,gn
51902093,Võ Kim Anh,female,K23,19050202,gn
51902094,Ngô Văn Minh,male,K23,19050202,gn
51902095,Dương Đức Dương,male,K23,19050202,gn
51902096,Ngô Công Minh,male,K23,19050202,gn
51902097,Lê Công Văn,male,K23,19050202,gn
51902098,Huỳnh Thanh Linh,female,K23,19050202,gn
51902099,Hoàng Công Đức,male,K23,19050202,gn
51902100,Bùi Văn Dương,male,K23,19050202,gn
51902101,Bùi Văn Văn,male,K23,19050203,gn
51902102,Nguyễn Đức Quang,male,K23,19050203,gn
51902103,Vũ Thị Yến,female,K23,19050203,gn
51902104,Bùi Thị Yến,female,K23,19050203,gn
51902105,Phạm Đức Đức,male,K23,19050203,gn
51902106,Ngô Thị Yến,female,K23,19050203,gn
51902107,Huỳnh Hải Bình,male,K23,19050203,gn
51902108,Lê Đức Quang,male,K23,19050203,gn
51902109,Huỳnh Ngọc Hoa,female,K23,19050203,gn
51902110,Lê Phương Linh,female,K23,19050203,gn
51902111,Đỗ Minh Chi,female,K23,19050203,gn
51902112,Đặng Kim Thảo,female,K23,19050203,gn
51902113,Nguyễn Thanh Trang,female,K23,19050203,gn
51902114,Đặng Đức Quý,male,K23,19050203,gn
51902115,Ngô Thị Linh,female,K23,19050203,gn
51902116,Đỗ Thị Anh,female,K23,19050203,gn
51902117,Hoàng Hữu Quý,male,K23,19050203,gn
51902118,Hồ Quang Minh,male,K23,19050203,gn
51902119,Nguyễn Hữu Hữu,male,K23,19050203,gn
51902120,Vũ Minh Phương,female,K23,19050203,gn
51902121,Dương Quang Hữu,male,K23,19050203,gn
51902122,Đặng Ngọc Anh,female,K23,19050203,gn
51902123,Hồ Kim Thảo,female,K23,19050203,gn
51902124,Ngô Thanh Thảo,female,K23,19050203,gn
51902125,Đặng Ngọc Ngọc,female,K23,19050203,gn
51902126,Đỗ Quang Dương,male,K23,19050203,gn
51902127,Hồ Văn Minh,male,K23,19050203,gn
51902128,Võ Hữu Minh,male,K23,19050203,gn
51902129,Nguyễn Kim Vân,female,K23,19050203,gn
51902130,Dương Hải Tuấn,male,K23,19050203,gn
51902131,Ngô Công Văn,male,K23,19050203,gn
51902132,Đỗ Văn Hữu,male,K23,19050203,gn
51902133,Vũ Kim Ngọc,female,K23,19050203,gn
51902134,Phạm Hải Dương,male,K23,19050203,gn
51902135,Bùi Đức Hữu,male,K23,19050203,gn
51902136,Phạm Thị Yến,female,K23,19050203,gn
51902137,Đỗ Ngọc Vân,female,K23,19050203,gn
51902138,Nguyễn Minh Vân,female,K23,19050203,gn
51902139,Hoàng Công Minh,male,K23,19050203,gn
51902140,Đỗ Thị Chi,female,K23,19050203,gn
51902141,Nguyễn Hải Đức,male,K23,19050203,gn
51902142,Lê Hữu Văn,male,K23,19050203,gn
51902143,Nguyễn Phương Hoa,female,K23,19050203,gn
51902144,Hoàng Hải Tuấn,male,K23,19050203,gn
51902145,Võ Công Văn,male,K23,19050203,gn
51902146,Bùi Quang Dương,male,K23,19050203,gn
51902147,Huỳnh Thị Vân,female,K23,19050203,gn
51902148,Hồ Kim Yến,female,K23,19050203,gn
51902149,Vũ Kim Anh,female,K23,19050203,gn
51902150,Phạm Thị Vân,female,K23,19050203,gn
51912001,Đặng Kim Phương,female,K23,19050211,hq
51912002,Lê Phương Ngọc,female,K23,19050211,hq
51912003,Phạm Ngọc Hoa,female,K23,19050211,hq
51912004,Ngô Đức Quý,male,K23,19050211,hq
51912005,Huỳnh Hữu Bình,male,K23,19050211,hq
51912006,Hồ Phương Ngọc,female,K23,19050211,hq
51912007,Trần Quang Bình,male,K23,19050211,hq
51912008,Dương Hữu Minh,male,K23,19050211,hq
51912009,Phạm Hải Dương,male,K23,19050211,hq
51912010,Ngô Ngọc Ngọc,female,K23,19050211,hq
51912011,Bùi Hải Công,male,K23,19050211,hq
51912012,Ngô Hữu Đức,male,K23,19050211,hq
51912013,Đỗ Hữu Minh,male,K23,19050211,hq
51912014,Phạm Phương Yến,female,K23,19050211,hq
51912015,Hồ Minh Chi,female,K23,19050211,hq
51912016,Lê Hải Bình,male,K23,19050211,hq
51912017,Bùi Ngọc Chi,female,K23,19050211,hq
51912018,Đỗ Công Hữu,male,K23,19050211,hq
51912019,Trần Thị Anh,female,K23,19050211,hq
51912020,Trần Kim Phương,female,K23,19050211,hq
51912021,Dương Công Bình,male,K23,19050211,hq
51912022,Ngô Văn Đức,male,K23,19050211,hq
51912023,Hoàng Đức Minh,male,K23,19050211,hq
51912024,Huỳnh Kim Thảo,female,K23,19050211,hq
51912025,Lê Văn Tuấn,male,K23,19050211,hq
51912026,Huỳnh Công Quang,male,K23,19050211,hq
51912027,Lê Thị Hoa,female,K23,19050211,hq
51912028,Lê Văn Công,male,K23,19050211,hq
51912029,Vũ Đức Quý,male,K23,19050211,hq
51912030,Huỳnh Ngọc Linh,female,K23,19050211,hq
51912031,Dương Ngọc Yến,female,K23,19050211,hq
51912032,Võ Hữu Minh,male,K23,19050211,hq
